appID,name,free_to_play,price,required_age,developers,publishers,genres,release_date
430890,Rytmik Player,True,0.0,0,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",Audio Production,"21 Apr, 2017"
430930,Z. Year One,False,14.99,0,Downward Viral,Downward Viral,Violent-Gore-Indie-Strategy,"22 Feb, 2017"
430960,Lucy -The Eternity She Wished For-,False,9.99,0,Modern Visual Arts Laboratory-SEO INSEOK,Modern Visual Arts Laboratory,Casual-Indie-Simulation,"28 Feb, 2016"
431030,The Music Room,False,120.99,0,Chroma Coda,Chroma Coda,Audio Production,"17 Aug, 2017"
431120,Tethered,False,22.99,0,Secret Sorcery Limited,Secret Sorcery Limited,Indie-Strategy,"27 Feb, 2017"
431180,WolfQuest,False,8.99,0,eduweb,eduweb,Indie-RPG-Simulation,"25 Mar, 2016"
431200,Disastr_Blastr,False,1.99,0,Dog Theory,Dog Theory,Action-Indie,"21 Nov, 2016"
431220,Porradaria 2: Pagode of the Night,False,8.19,0,CleanWaterSoft,CleanWaterSoft,Action-Adventure-Indie,"8 Mar, 2016"
431230,Tiny Guardians,False,9.99,0,Kurechii,Kurechii,Adventure-Indie-Strategy,"23 Mar, 2016"
431240,Golf With Your Friends,False,5.99,0,Blacklight Interactive,Team17 Digital Ltd,Casual-Indie-Sports-Early Access,"29 Jan, 2016"
431250,Mushroom Wars,False,9.99,0,Zillion Whales-Creat Studios,Zillion Whales,Action-Indie-Strategy,"7 Apr, 2016"
431260,Cursed,False,4.99,0,Jetdogs Studios,Jetdogs Studios,Adventure-Indie,"17 Jun, 2016"
431280,tiny & Tall: Gleipnir,False,14.99,0,tT Studios,Plug In Digital,Adventure-Indie,"4 Sep, 2018"
431290,Level 22: Gary’s Misadventure - 2016 Edition,False,6.99,0,Moving Player,Plug In Digital,Action-Indie,"11 Feb, 2016"
431300,Classic Fun Collection 5 in 1,False,3.99,0,3DDUO,Fun4Family-Plug In Digital,Casual,"29 Apr, 2016"
431330,Dungeons Are Random,False,1.99,0,PIXELBUG,PIXELBUG,Action-Indie-RPG,"5 Jan, 2016"
431360,The Legend: A University Story,False,0.0,0,Austin Handle,Howling Legend Studios,Action-Adventure-Indie-Early Access,"27 Jul, 2016"
431370,Diorama No.3 : The Marchland,False,2.99,0,The Shoebox Diorama (Daniel Ernst),The Shoebox Diorama,Casual-Indie-Simulation,"5 Apr, 2016"
431390,Diorama No.1 : Blocked In,True,0.0,0,The Shoebox Diorama (Daniel Ernst),The Shoebox Diorama,Casual-Indie-Simulation,"5 Apr, 2016"
431410,Mazement,False,4.99,0,Wronghut,,Action-Casual-Indie,"7 Mar, 2016"
431450,Alchemist's Awakening,False,14.99,0,Osaris Games,Osaris Games,Action-Indie-Early Access,"21 Mar, 2016"
431460,Midnight,False,2.99,0,Petite Games,Petite Games,Adventure-Casual-Indie,"28 Jan, 2016"
431470,Inside The Code,False,2.99,0,CPsoft,CPsoft,Adventure-RPG-Strategy-Early Access,"8 Jan, 2016"
431500,Clash of the Monsters,True,0.0,0,Cadence Games,Cadence Games,Action-Free to Play-Indie,"13 Apr, 2016"
431510,Mystic Destinies: Serendipity of Aeons,False,0.0,0,Aeon Dream Studios,Aeon Dream Studios,Adventure-Casual-Indie-Simulation,"11 Feb, 2016"
431540,Frosty Kiss,True,0.0,0,2Chance Projects-IIchan Eroge Team,2Chance Projects,Adventure-Casual-Free to Play-Indie,"8 Jan, 2016"
431560,Hard Room,False,2.99,0,Evgeny Shcherbakov-Denis Ovsyannikov,Atriagames,Action-Indie,"21 Jan, 2016"
431570,Breakroom,False,7.99,0,MURE VR,Dark Snow Studios,Utilities-Early Access,"1 Nov, 2016"
431590,Earn to Die 2,False,3.99,0,Toffee Games,Not Doppler,Action-Indie-Racing,"5 May, 2016"
431600,Automobilista,False,27.99,0,Reiza Studios,Reiza,Racing-Simulation-Sports,"24 Aug, 2016"
431610,Hubert's Island Adventure: Mouse o' War,False,3.99,0,Cheese and Bacon Games,Cheese and Bacon Games,Action-Adventure-Indie,"3 Feb, 2016"
431630,Action Legion,False,5.99,0,Aeonic Entertainment,Aeonic Entertainment,Action-Indie,"19 Apr, 2016"
431640,Doodle Kingdom,False,7.39,0,JoyBits Ltd.,JoyBits Ltd.,Action-Casual-Indie-Simulation,"9 Jun, 2016"
431650,Phoning Home,False,2.99,0,ION LANDS,ION LANDS,Action-Adventure-Indie,"7 Feb, 2017"
431680,Nuts!: The Battle of the Bulge,False,9.99,0,HexWar Games,HexWar Games,Strategy,"12 Feb, 2016"
431700,Age of Fear 3: The Legend,False,19.99,0,Leslaw Sliwko,Age of Fear,Indie-RPG-Strategy,"1 Sep, 2017"
431710,Space Pilgrim Episode II: Epsilon Indi,False,0.9,0,Pilgrim Adventures-GrabTheGames Studios,GrabTheGames,Adventure-Indie,"8 Jan, 2016"
431730,Aseprite,False,14.99,0,David Capello,Igara Studio,Animation & Modeling-Design & Illustration-Game Development,"22 Feb, 2016"
431740,Chowderchu,False,2.39,0,Ryan Jensen,Ryan Jensen,Action-Adventure-Indie,"4 Jan, 2016"
431750,Iron Sea Defenders,False,4.99,0,Creobit,8Floor,Casual-Indie-Strategy,"9 Sep, 2016"
431770,Rivalry,False,2.39,0,Kew McParlane,My64K,Casual-Indie-Simulation-Strategy-Early Access,"22 Jan, 2016"
431810,Rencounter,False,5.99,0,SPVD,GrabTheGames,Indie-RPG-Strategy,"4 Nov, 2016"
431830,Drift Into Eternity,False,19.99,0,We Are Bots,We Are Bots,Action-Adventure-Indie,"13 Dec, 2016"
431840,3DRPG,False,0.79,0,Doomster Entertainment,Doomster Entertainment,Adventure-Indie-RPG,"12 Jan, 2016"
431850,Projector Face,False,4.99,0,Fluik Entertainment Inc,Fluik Entertainment Inc,Adventure-Casual-Indie,"1 Jun, 2016"
431860,Color Chemistry,False,1.99,0,voldan,voldan,Casual-Indie-Strategy,"25 Feb, 2016"
431870,Castle Torgeath: Descent into Darkness,False,6.59,0,Dungeoneering Studios,Black Shell Media,Action-Adventure-Indie-RPG,"15 Dec, 2016"
431910,Psychocat: The Answer,False,0.99,0,Chewa,Chewa,Action-Casual-Indie,"11 Jan, 2016"
431930,Kabounce,False,14.99,0,Stitch Heads Entertainment,Stitch Heads Entertainment,Action-Indie-Sports,"29 May, 2018"
431940,Wildfire,False,0.0,0,Sneaky Bastards,Sneaky Bastards,Indie,2019
